Shipment_ID,Order_ID,Customer_ID,Product_ID,Origin_Country,Destination_Country,Transport_Mode,Carrier,Order_Date,Shipping_Date,Planned_Arrival_Date,Actual_Arrival_Date,Delay_Days,Delay_Status,Delay_Reason,Shipment_Value,Priority_Level,Route
102865,238077,7958,9,South Africa,China,Air,British Airways (IAG),2023-12-08,2023-12-12,2023-12-28,2023-12-29,1,Delayed,Customs,26304.78,High,South Africa → China
102866,226251,8542,5,South Africa,UK,Sea,Maersk,2024-10-08,2024-10-09,2024-10-15,2024-10-17,2,Delayed,Port Congestion,35514.71,Low,South Africa → UK
102867,296582,5322,3,China,India,Road,DHL,2023-11-12,2023-11-17,2023-12-03,2023-12-03,0,On-Time,,62010.92,High,China → India
102868,210310,7457,20,India,Brazil,Road,Cargo Carriers,2024-02-13,2024-02-16,2024-02-23,2024-02-27,4,Delayed,Weather,41523.77,Low,India → Brazil
102869,241717,7057,7,UK,Brazil,Sea,ONE (Ocean Network Express),2024-02-16,2024-02-20,2024-02-27,2024-03-11,13,Delayed,Port Congestion,55032.3,Medium,UK → Brazil
102870,258809,6741,3,India,Brazil,Road,Cargo Carriers,2024-02-23,2024-02-28,2024-03-19,2024-03-20,1,Delayed,Weather,21769.15,Medium,India → Brazil
102871,296085,7390,14,South Africa,Brazil,Road,Cargo Carriers,2024-01-28,2024-02-02,2024-02-11,2024-02-15,4,Delayed,Carrier Issues,2170.88,Medium,South Africa → Brazil
102872,293325,5545,12,South Africa,Brazil,Sea,COSCO,2024-08-23,2024-08-26,2024-08-31,2024-08-31,0,On-Time,,39979.8,Low,South Africa → Brazil
102873,208886,6131,6,UK,Germany,Air,Air France-KLM (AFKLM),2023-08-26,2023-08-27,2023-09-06,2023-09-06,0,On-Time,,43494.61,High,UK → Germany
102874,265061,6731,10,Netherlands,Brazil,Air,Qatar Airways (QR),2023-10-12,2023-10-16,2023-10-28,2023-10-29,1,Delayed,Carrier Issues,40592.21,High,Netherlands → Brazil
102875,220390,5274,9,China,India,Sea,Maersk,2023-08-10,2023-08-11,2023-08-28,2023-08-30,2,Delayed,Documentation Issues,3385.13,Medium,China → India
102876,240308,6847,8,USA,Netherlands,Road,Cargo Carriers,2023-04-03,2023-04-06,2023-04-25,2023-04-25,0,On-Time,,55259.19,Low,USA → Netherlands
102877,244509,5686,9,India,USA,Sea,ONE (Ocean Network Express),2023-05-12,2023-05-13,2023-05-24,2023-05-27,3,Delayed,Port Congestion,45822.36,Medium,India → USA
102878,213515,5068,6,UK,India,Air,British Airways (IAG),2024-05-07,2024-05-09,2024-05-25,2024-05-27,2,Delayed,Weather,40758.02,Low,UK → India
102879,289385,7865,14,South Africa,UK,Sea,PIL (Pacific International Lines),2024-05-05,2024-05-08,2024-05-16,2024-05-22,6,Delayed,Customs,7672.77,High,South Africa → UK
102880,248033,5312,17,UK,USA,Air,Emirates (EK),2023-05-25,2023-05-28,2023-06-13,2023-06-13,0,On-Time,,15474.06,Medium,UK → USA
102881,241717,7189,3,South Africa,USA,Air,British Airways (IAG),2024-06-23,2024-06-28,2024-07-14,2024-07-14,0,On-Time,,48189.46,Low,South Africa → USA
102882,215588,7002,18,Brazil,South Africa,Sea,ONE (Ocean Network Express),2024-09-29,2024-10-04,2024-10-10,2024-10-13,3,Delayed,Carrier Issues,39666.07,Low,Brazil → South Africa
102883,288790,8250,3,USA,India,Road,FedEx,2023-12-05,2023-12-08,2023-12-16,2023-12-20,4,Delayed,Documentation Issues,35092.95,Low,USA → India
102884,223306,5881,18,USA,Netherlands,Air,British Airways (IAG),2023-08-14,2023-08-17,2023-08-24,2023-08-24,0,On-Time,,41532.14,Low,USA → Netherlands
102885,205380,7999,2,USA,UK,Road,DHL,2023-09-22,2023-09-26,2023-10-07,2023-10-08,1,Delayed,Port Congestion,10408.01,Low,USA → UK
102886,222681,6276,6,China,Netherlands,Road,Cargo Carriers,2024-01-14,2024-01-19,2024-02-07,2024-02-08,1,Delayed,Customs,73377.54,High,China → Netherlands
102887,277021,8012,4,USA,Brazil,Air,British Airways (IAG),2023-11-18,2023-11-20,2023-12-10,2023-12-14,4,Delayed,Customs,22844.21,High,USA → Brazil
102888,238760,7964,13,China,UK,Air,Etihad (EY),2023-03-27,2023-03-30,2023-04-15,2023-04-16,1,Delayed,Port Congestion,15487.51,High,China → UK
102889,208227,6313,8,China,South Africa,Air,Emirates (EK),2023-11-11,2023-11-14,2023-11-19,2023-11-21,2,Delayed,Documentation Issues,33630.38,High,China → South Africa
102890,288043,7917,4,China,India,Road,Cargo Carriers,2024-02-22,2024-02-25,2024-03-10,2024-03-13,3,Delayed,Port Congestion,24662.73,Medium,China → India
102891,297179,8438,14,Germany,USA,Road,FedEx,2023-11-30,2023-12-03,2023-12-11,2023-12-11,0,On-Time,,58948.32,Low,Germany → USA
102892,224086,7447,19,China,Netherlands,Air,Kenya Airways (KQ),2024-09-20,2024-09-25,2024-10-08,2024-10-11,3,Delayed,Port Congestion,12299.87,Medium,China → Netherlands
102893,240211,7803,3,Brazil,India,Road,DHL,2023-01-24,2023-01-28,2023-02-05,2023-02-08,3,Delayed,Documentation Issues,73682.97,Medium,Brazil → India
102894,290442,7522,3,China,Germany,Air,Air France-KLM (AFKLM),2024-06-23,2024-06-25,2024-07-05,2024-07-08,3,Delayed,Port Congestion,10915.82,Low,China → Germany
102895,216187,6656,18,USA,South Africa,Sea,COSCO,2023-05-09,2023-05-11,2023-05-18,2023-06-13,26,Delayed,Documentation Issues,27332.13,Low,USA → South Africa
102896,252705,5698,13,Netherlands,India,Road,Cargo Carriers,2024-01-26,2024-01-28,2024-02-02,2024-02-02,0,On-Time,,40151.78,Low,Netherlands → India
102897,235519,7033,19,Netherlands,Germany,Road,DHL,2023-01-04,2023-01-05,2023-01-21,2023-01-29,8,Delayed,Carrier Issues,18049.2,Low,Netherlands → Germany
102898,283118,7594,12,India,South Africa,Air,Etihad (EY),2024-07-18,2024-07-22,2024-07-28,2024-07-29,1,Delayed,Customs,12684.65,High,India → South Africa
102899,206111,8932,15,Netherlands,Brazil,Sea,COSCO,2023-12-14,2023-12-19,2024-01-08,2024-01-16,8,Delayed,Customs,19802.56,High,Netherlands → Brazil
102900,272941,6896,4,USA,South Africa,Road,FedEx,2023-04-01,2023-04-04,2023-04-19,2023-04-21,2,Delayed,Customs,67671.6,High,USA → South Africa
102901,243408,7772,17,Netherlands,Germany,Road,DHL,2023-05-31,2023-06-05,2023-06-22,2023-06-23,1,Delayed,Weather,60645.01,High,Netherlands → Germany
102902,237753,7262,1,USA,Brazil,Air,Qatar Airways (QR),2023-01-14,2023-01-18,2023-02-03,2023-02-03,0,On-Time,,63692.68,Medium,USA → Brazil
102903,234536,6847,13,UK,Germany,Road,FedEx,2023-02-12,2023-02-17,2023-02-22,2023-02-25,3,Delayed,Port Congestion,65426.22,Low,UK → Germany
102904,265886,8981,19,India,Brazil,Sea,PIL (Pacific International Lines),2024-02-06,2024-02-09,2024-02-20,2024-02-20,0,On-Time,,3610.51,Medium,India → Brazil
102905,243152,7568,12,South Africa,Netherlands,Air,Etihad (EY),2024-06-11,2024-06-16,2024-07-06,2024-07-09,3,Delayed,Carrier Issues,38640.77,Low,South Africa → Netherlands
102906,258038,7981,13,South Africa,USA,Sea,COSCO,2024-09-30,2024-10-02,2024-10-09,2024-10-13,4,Delayed,Customs,29812.11,High,South Africa → USA
102907,254616,7650,5,USA,Germany,Road,DHL,2023-04-01,2023-04-02,2023-04-13,2023-04-13,0,On-Time,,42144.93,High,USA → Germany
102908,236627,6974,19,Germany,India,Road,FedEx,2023-03-23,2023-03-28,2023-04-02,2023-04-03,1,Delayed,Customs,38661.54,High,Germany → India
102909,243158,5496,9,Netherlands,Brazil,Road,Cargo Carriers,2023-11-27,2023-11-29,2023-12-09,2023-12-15,6,Delayed,Carrier Issues,22448.77,High,Netherlands → Brazil
102910,277217,7913,4,Germany,South Africa,Sea,COSCO,2023-02-18,2023-02-21,2023-03-05,2023-03-09,4,Delayed,Port Congestion,33596.98,Low,Germany → South Africa
102911,231374,7410,12,China,UK,Road,FedEx,2024-04-30,2024-05-02,2024-05-08,2024-05-12,4,Delayed,Carrier Issues,25522.2,High,China → UK
102912,216527,7693,13,India,South Africa,Air,British Airways (IAG),2023-09-19,2023-09-24,2023-10-11,2023-10-11,0,On-Time,,61287.24,Low,India → South Africa
102913,298069,8154,14,Netherlands,India,Sea,PIL (Pacific International Lines),2024-12-06,2024-12-08,2024-12-18,2024-12-28,10,Delayed,Port Congestion,58298.08,Low,Netherlands → India
102914,270096,7717,6,Netherlands,UK,Air,British Airways (IAG),2023-06-18,2023-06-23,2023-06-28,2023-07-01,3,Delayed,Weather,39993.73,High,Netherlands → UK
102915,232174,6529,7,China,South Africa,Sea,COSCO,2024-06-10,2024-06-13,2024-07-01,2024-07-17,16,Delayed,Carrier Issues,54834.49,Low,China → South Africa
102916,255365,6986,14,Brazil,UK,Sea,COSCO,2023-01-19,2023-01-24,2023-02-10,2023-02-16,6,Delayed,Port Congestion,24972.14,Low,Brazil → UK
102917,228679,6964,9,UK,India,Sea,COSCO,2023-11-30,2023-12-05,2023-12-25,2024-01-04,10,Delayed,Port Congestion,11845.39,High,UK → India
102918,246846,7605,7,China,UK,Sea,ONE (Ocean Network Express),2023-12-19,2023-12-22,2024-01-01,2024-01-08,7,Delayed,Carrier Issues,52801.5,Medium,China → UK
102919,235984,7201,15,Germany,India,Air,Air France-KLM (AFKLM),2023-03-07,2023-03-10,2023-03-27,2023-03-31,4,Delayed,Customs,32712.13,Medium,Germany → India
102920,299695,5492,4,Netherlands,USA,Road,Cargo Carriers,2024-05-19,2024-05-23,2024-06-05,2024-06-05,0,On-Time,,25763.74,Medium,Netherlands → USA
102921,280363,6664,12,Netherlands,USA,Sea,Maersk,2024-01-02,2024-01-06,2024-01-20,2024-01-30,10,Delayed,Weather,46241.92,Medium,Netherlands → USA
102922,269387,7452,14,Germany,USA,Road,DHL,2023-02-21,2023-02-26,2023-03-09,2023-03-11,2,Delayed,Port Congestion,55493.45,High,Germany → USA
102923,207998,8420,4,South Africa,Brazil,Air,Emirates (EK),2023-03-29,2023-04-01,2023-04-21,2023-04-22,1,Delayed,Customs,13768.84,Medium,South Africa → Brazil
102924,218950,5517,17,Germany,India,Road,Cargo Carriers,2023-08-09,2023-08-12,2023-08-22,2023-08-25,3,Delayed,Documentation Issues,29236.21,Low,Germany → India
102925,206398,7325,17,Netherlands,China,Sea,PIL (Pacific International Lines),2024-11-01,2024-11-02,2024-11-09,2024-11-17,8,Delayed,Carrier Issues,72841.29,Medium,Netherlands → China
102926,201062,8250,7,USA,UK,Sea,COSCO,2023-01-06,2023-01-07,2023-01-22,2023-01-28,6,Delayed,Customs,33458.88,High,USA → UK
102927,249116,8254,17,South Africa,Brazil,Sea,PIL (Pacific International Lines),2023-04-17,2023-04-20,2023-05-05,2023-05-13,8,Delayed,Port Congestion,21169.86,High,South Africa → Brazil
102928,245226,6003,19,USA,South Africa,Sea,Maersk,2024-09-21,2024-09-25,2024-10-15,2024-10-29,14,Delayed,Port Congestion,69923.23,Medium,USA → South Africa
102929,282967,7869,5,India,South Africa,Air,Emirates (EK),2024-10-06,2024-10-09,2024-10-20,2024-10-23,3,Delayed,Documentation Issues,69463.23,Medium,India → South Africa
102930,281795,7348,3,China,Netherlands,Road,Cargo Carriers,2023-06-06,2023-06-11,2023-06-27,2023-07-02,5,Delayed,Documentation Issues,33889.11,Low,China → Netherlands
102931,289496,5628,17,South Africa,Germany,Road,DHL,2023-06-24,2023-06-25,2023-07-11,2023-07-12,1,Delayed,Port Congestion,54476.46,Low,South Africa → Germany
102932,286030,5890,18,Germany,USA,Air,Air France-KLM (AFKLM),2024-05-24,2024-05-28,2024-06-12,2024-06-12,0,On-Time,,65731.64,Low,Germany → USA
102933,218187,5365,6,South Africa,India,Air,Kenya Airways (KQ),2023-09-24,2023-09-26,2023-10-12,2023-10-15,3,Delayed,Documentation Issues,36349.25,Low,South Africa → India
102934,234995,6181,13,China,USA,Sea,COSCO,2024-09-16,2024-09-17,2024-10-07,2024-10-18,11,Delayed,Port Congestion,7081.77,Low,China → USA
102935,291352,7332,4,Brazil,South Africa,Road,DHL,2024-04-12,2024-04-16,2024-05-02,2024-05-09,7,Delayed,Port Congestion,6070.6,Low,Brazil → South Africa
102936,288812,7818,9,Germany,UK,Air,Qatar Airways (QR),2024-09-10,2024-09-12,2024-09-27,2024-09-27,0,On-Time,,16244.64,High,Germany → UK
102937,256288,8758,9,Brazil,India,Road,DHL,2024-06-16,2024-06-18,2024-07-03,2024-07-05,2,Delayed,Carrier Issues,36214.29,Medium,Brazil → India
102938,258319,6779,12,South Africa,India,Sea,COSCO,2023-02-07,2023-02-11,2023-02-16,2023-02-16,0,On-Time,,27761.71,Medium,South Africa → India
102939,295064,7509,9,Brazil,Netherlands,Road,DHL,2024-10-15,2024-10-18,2024-10-30,2024-10-31,1,Delayed,Documentation Issues,40741.22,Low,Brazil → Netherlands
102940,264569,5417,11,Netherlands,UK,Sea,COSCO,2023-06-28,2023-06-30,2023-07-05,2023-07-16,11,Delayed,Carrier Issues,20656.73,Low,Netherlands → UK
102941,207047,6994,13,UK,Germany,Air,Qatar Airways (QR),2023-04-26,2023-04-29,2023-05-10,2023-05-11,1,Delayed,Port Congestion,44936.93,Medium,UK → Germany
102942,216382,5208,2,USA,China,Air,Qatar Airways (QR),2024-10-20,2024-10-23,2024-11-11,2024-11-14,3,Delayed,Documentation Issues,64551.81,Medium,USA → China
102943,280551,8936,9,Germany,USA,Road,DHL,2024-11-06,2024-11-09,2024-11-29,2024-12-01,2,Delayed,Customs,13798.21,Medium,Germany → USA
102944,261380,8940,17,South Africa,China,Sea,ONE (Ocean Network Express),2023-04-17,2023-04-19,2023-05-04,2023-05-12,8,Delayed,Port Congestion,48963.68,Low,South Africa → China
102945,283083,6998,10,China,Netherlands,Sea,COSCO,2023-12-03,2023-12-06,2023-12-25,2023-12-26,1,Delayed,Customs,46848.51,Medium,China → Netherlands
102946,219876,5973,5,India,Netherlands,Sea,ONE (Ocean Network Express),2023-12-24,2023-12-29,2024-01-03,2024-01-10,7,Delayed,Carrier Issues,59145.97,Medium,India → Netherlands
102947,263698,8059,20,Germany,UK,Sea,ONE (Ocean Network Express),2024-05-28,2024-05-29,2024-06-16,2024-06-16,0,On-Time,,30781.44,High,Germany → UK
102948,269586,8167,9,Brazil,UK,Road,DHL,2023-07-18,2023-07-22,2023-08-01,2023-08-03,2,Delayed,Customs,16791.97,Low,Brazil → UK
102949,285878,8223,10,India,China,Air,Qatar Airways (QR),2023-01-19,2023-01-23,2023-01-31,2023-01-31,0,On-Time,,19620.08,Low,India → China
102950,258273,7595,4,Germany,South Africa,Road,FedEx,2024-11-16,2024-11-21,2024-12-11,2024-12-17,6,Delayed,Customs,73090.31,High,Germany → South Africa
102951,272872,6430,11,Brazil,USA,Sea,Maersk,2024-06-14,2024-06-16,2024-07-06,2024-07-16,10,Delayed,Port Congestion,28591.88,Medium,Brazil → USA
102952,204860,5502,15,China,Germany,Air,British Airways (IAG),2024-02-02,2024-02-03,2024-02-08,2024-02-10,2,Delayed,Weather,35048.68,Low,China → Germany
102953,288841,5127,2,UK,Netherlands,Air,Kenya Airways (KQ),2023-02-06,2023-02-10,2023-03-01,2023-03-06,5,Delayed,Carrier Issues,59502.74,Medium,UK → Netherlands
102954,275317,5136,16,India,Netherlands,Sea,COSCO,2023-07-02,2023-07-07,2023-07-22,2023-07-24,2,Delayed,Port Congestion,51312.9,Medium,India → Netherlands
102955,292226,5639,4,UK,Brazil,Sea,COSCO,2023-08-31,2023-09-05,2023-09-23,2023-10-08,15,Delayed,Documentation Issues,30733.51,High,UK → Brazil
102956,246260,5810,14,India,South Africa,Air,Qatar Airways (QR),2024-11-20,2024-11-23,2024-12-11,2024-12-14,3,Delayed,Weather,37189.68,Medium,India → South Africa
102957,216788,5544,18,India,Netherlands,Air,Qatar Airways (QR),2023-03-29,2023-03-31,2023-04-12,2023-04-13,1,Delayed,Port Congestion,61700.19,High,India → Netherlands
102958,280228,5029,3,Germany,India,Air,Emirates (EK),2024-09-10,2024-09-14,2024-09-28,2024-10-02,4,Delayed,Customs,37444.92,Medium,Germany → India
102959,280541,5928,14,South Africa,Brazil,Road,DHL,2023-11-18,2023-11-22,2023-12-10,2023-12-10,0,On-Time,,33680.58,High,South Africa → Brazil
102960,291030,6097,17,China,Germany,Air,Air France-KLM (AFKLM),2024-11-14,2024-11-15,2024-11-21,2024-11-21,0,On-Time,,68648.8,Low,China → Germany
102961,294491,5935,12,Netherlands,China,Road,FedEx,2024-01-09,2024-01-14,2024-01-23,2024-01-24,1,Delayed,Documentation Issues,62002.79,Low,Netherlands → China
102962,222820,8990,11,USA,Brazil,Road,FedEx,2023-08-31,2023-09-04,2023-09-17,2023-09-18,1,Delayed,Weather,11470.29,Low,USA → Brazil
102963,268562,6598,14,Brazil,Germany,Air,Emirates (EK),2023-05-10,2023-05-12,2023-05-23,2023-05-23,0,On-Time,,59960.53,High,Brazil → Germany
102964,209903,6080,6,Germany,Netherlands,Air,Kenya Airways (KQ),2023-03-26,2023-03-27,2023-04-16,2023-04-20,4,Delayed,Carrier Issues,43003.05,High,Germany → Netherlands
102965,243666,8317,20,Netherlands,UK,Sea,PIL (Pacific International Lines),2023-11-23,2023-11-27,2023-12-10,2023-12-15,5,Delayed,Port Congestion,28938.14,Medium,Netherlands → UK
102966,291759,5879,6,South Africa,Germany,Road,FedEx,2023-10-14,2023-10-17,2023-10-24,2023-10-28,4,Delayed,Weather,39537.12,Low,South Africa → Germany
102967,269772,7726,11,China,UK,Air,Kenya Airways (KQ),2024-04-05,2024-04-07,2024-04-12,2024-04-12,0,On-Time,,51849.06,High,China → UK
102968,207594,5844,18,Netherlands,South Africa,Road,Cargo Carriers,2024-07-06,2024-07-07,2024-07-18,2024-07-18,0,On-Time,,33897.38,Low,Netherlands → South Africa
102969,256208,7101,10,Netherlands,China,Air,British Airways (IAG),2023-10-14,2023-10-18,2023-10-25,2023-10-27,2,Delayed,Port Congestion,29268.14,High,Netherlands → China
102970,221733,5114,3,Germany,South Africa,Road,Cargo Carriers,2023-09-07,2023-09-09,2023-09-21,2023-09-21,0,On-Time,,24949.6,High,Germany → South Africa
102971,212772,5455,6,India,China,Air,British Airways (IAG),2023-08-01,2023-08-05,2023-08-10,2023-08-11,1,Delayed,Customs,1119.84,Medium,India → China
102972,251759,8768,10,India,USA,Sea,Maersk,2024-08-09,2024-08-10,2024-08-28,2024-08-28,0,On-Time,,49943.62,Medium,India → USA
102973,257080,5444,18,Germany,USA,Sea,PIL (Pacific International Lines),2023-05-28,2023-06-02,2023-06-18,2023-07-04,16,Delayed,Weather,36755.53,Low,Germany → USA
102974,263278,7822,3,Brazil,UK,Sea,MSC (Mediterranean Shipping Company),2023-04-07,2023-04-11,2023-04-20,2023-05-01,11,Delayed,Weather,21863.48,Low,Brazil → UK
102975,267652,6616,18,China,India,Road,FedEx,2023-04-16,2023-04-21,2023-05-08,2023-05-11,3,Delayed,Carrier Issues,17455.41,High,China → India
102976,287986,5662,13,Netherlands,Brazil,Sea,ONE (Ocean Network Express),2024-02-15,2024-02-18,2024-03-07,2024-03-20,13,Delayed,Documentation Issues,23089.79,Low,Netherlands → Brazil
102977,280330,5341,13,China,South Africa,Sea,MSC (Mediterranean Shipping Company),2024-09-15,2024-09-16,2024-10-03,2024-10-05,2,Delayed,Port Congestion,59910.27,Low,China → South Africa
102978,204350,8953,19,UK,India,Road,FedEx,2024-10-22,2024-10-23,2024-11-04,2024-11-08,4,Delayed,Port Congestion,10670.94,Low,UK → India
102979,215006,7888,20,India,China,Road,DHL,2023-05-07,2023-05-12,2023-05-19,2023-05-22,3,Delayed,Port Congestion,42340.34,High,India → China
102980,224619,6626,18,USA,South Africa,Road,FedEx,2024-04-20,2024-04-21,2024-05-10,2024-05-13,3,Delayed,Port Congestion,13961.21,Medium,USA → South Africa
102981,232322,5274,20,Germany,USA,Road,FedEx,2023-05-22,2023-05-25,2023-06-04,2023-06-10,6,Delayed,Documentation Issues,59895.88,High,Germany → USA
102982,222836,5463,14,Brazil,USA,Road,DHL,2024-07-17,2024-07-22,2024-08-10,2024-08-15,5,Delayed,Port Congestion,59657.38,Low,Brazil → USA
102983,201371,5579,20,Germany,China,Air,Qatar Airways (QR),2024-07-12,2024-07-14,2024-07-28,2024-07-30,2,Delayed,Customs,51500.78,Low,Germany → China
102984,283725,5338,1,South Africa,UK,Sea,PIL (Pacific International Lines),2023-09-03,2023-09-06,2023-09-13,2023-09-13,0,On-Time,,36521.33,Medium,South Africa → UK
102985,233255,6545,19,USA,Netherlands,Road,Cargo Carriers,2023-12-20,2023-12-21,2023-12-26,2023-12-26,0,On-Time,,65830.05,Low,USA → Netherlands
102986,210680,6246,2,Netherlands,Germany,Air,Etihad (EY),2024-07-10,2024-07-12,2024-07-23,2024-07-24,1,Delayed,Weather,43280.4,Medium,Netherlands → Germany
102987,267269,8897,19,UK,South Africa,Sea,COSCO,2024-08-15,2024-08-16,2024-08-28,2024-09-04,7,Delayed,Port Congestion,60793.93,Low,UK → South Africa
102988,259479,5409,16,India,South Africa,Air,Kenya Airways (KQ),2023-01-28,2023-01-30,2023-02-05,2023-02-05,0,On-Time,,26559.58,Low,India → South Africa
102989,259231,8717,2,Brazil,USA,Sea,Maersk,2023-05-13,2023-05-16,2023-06-02,2023-06-21,19,Delayed,Weather,25417.01,Medium,Brazil → USA
102990,233209,7215,8,UK,Netherlands,Road,Cargo Carriers,2024-07-22,2024-07-27,2024-08-11,2024-08-18,7,Delayed,Customs,18691.02,Medium,UK → Netherlands
102991,273218,6060,4,UK,Netherlands,Road,FedEx,2024-02-18,2024-02-22,2024-03-12,2024-03-16,4,Delayed,Documentation Issues,64470.44,High,UK → Netherlands
102992,250826,6146,8,Germany,UK,Sea,COSCO,2024-04-10,2024-04-12,2024-04-19,2024-04-26,7,Delayed,Documentation Issues,57262.51,High,Germany → UK
102993,229838,5924,6,Germany,South Africa,Road,FedEx,2024-04-07,2024-04-10,2024-04-30,2024-05-02,2,Delayed,Port Congestion,74596.32,Medium,Germany → South Africa
102994,215245,8192,1,Germany,UK,Road,FedEx,2024-06-30,2024-07-01,2024-07-15,2024-07-15,0,On-Time,,52867.3,Medium,Germany → UK
102995,295074,8284,7,Netherlands,India,Air,British Airways (IAG),2023-04-05,2023-04-08,2023-04-25,2023-04-27,2,Delayed,Weather,64376.99,Medium,Netherlands → India
102996,221259,6981,2,India,USA,Road,Cargo Carriers,2024-01-04,2024-01-09,2024-01-23,2024-01-26,3,Delayed,Documentation Issues,31603.18,High,India → USA
102997,213786,5440,2,India,Germany,Road,FedEx,2024-02-06,2024-02-09,2024-02-28,2024-02-28,0,On-Time,,27792.24,Low,India → Germany
102998,297410,6438,14,South Africa,China,Sea,MSC (Mediterranean Shipping Company),2024-06-08,2024-06-13,2024-07-02,2024-07-10,8,Delayed,Customs,13315.04,Low,South Africa → China
102999,275578,5860,10,India,Brazil,Sea,ONE (Ocean Network Express),2024-11-27,2024-11-28,2024-12-09,2024-12-15,6,Delayed,Carrier Issues,1770.82,Low,India → Brazil
103000,233793,8918,13,India,UK,Sea,PIL (Pacific International Lines),2023-01-12,2023-01-16,2023-02-02,2023-02-02,0,On-Time,,54543.8,Low,India → UK
103001,278310,5745,14,China,Brazil,Air,British Airways (IAG),2023-05-16,2023-05-20,2023-06-09,2023-06-09,0,On-Time,,3498.98,Medium,China → Brazil
103002,257764,8646,15,India,China,Road,FedEx,2024-04-24,2024-04-25,2024-05-06,2024-05-07,1,Delayed,Carrier Issues,42810.06,Medium,India → China
103003,218915,6541,8,India,South Africa,Sea,COSCO,2023-07-08,2023-07-12,2023-07-19,2023-08-04,16,Delayed,Weather,5082.89,Medium,India → South Africa
103004,299521,5976,12,USA,China,Air,British Airways (IAG),2024-09-03,2024-09-07,2024-09-17,2024-09-20,3,Delayed,Customs,49890.98,High,USA → China
103005,253328,7210,6,Germany,Brazil,Air,Etihad (EY),2023-08-26,2023-08-28,2023-09-09,2023-09-09,0,On-Time,,4839.55,High,Germany → Brazil
103006,228268,7526,19,Germany,China,Sea,ONE (Ocean Network Express),2024-01-24,2024-01-25,2024-02-11,2024-02-20,9,Delayed,Weather,62754.37,Medium,Germany → China
103007,274186,8990,9,UK,South Africa,Air,Air France-KLM (AFKLM),2023-01-03,2023-01-07,2023-01-23,2023-01-23,0,On-Time,,49423.07,High,UK → South Africa
103008,244698,6792,18,South Africa,Brazil,Sea,MSC (Mediterranean Shipping Company),2024-09-05,2024-09-08,2024-09-15,2024-09-27,12,Delayed,Customs,38432.78,High,South Africa → Brazil
103009,263228,7930,2,China,South Africa,Sea,ONE (Ocean Network Express),2023-09-17,2023-09-22,2023-10-07,2023-10-11,4,Delayed,Port Congestion,40346.4,Medium,China → South Africa
103010,232166,5436,4,Brazil,Germany,Road,Cargo Carriers,2023-01-11,2023-01-14,2023-01-24,2023-01-26,2,Delayed,Port Congestion,26904.68,Medium,Brazil → Germany
103011,218765,7168,1,Germany,Netherlands,Air,Kenya Airways (KQ),2024-02-25,2024-02-28,2024-03-08,2024-03-12,4,Delayed,Port Congestion,25643.58,High,Germany → Netherlands
103012,262871,7282,14,Brazil,China,Road,Cargo Carriers,2024-04-02,2024-04-07,2024-04-24,2024-04-24,0,On-Time,,3028.56,High,Brazil → China
103013,205510,5936,19,USA,Germany,Air,Emirates (EK),2023-09-13,2023-09-14,2023-10-04,2023-10-04,0,On-Time,,3529.52,High,USA → Germany
103014,281452,8968,11,Brazil,China,Sea,PIL (Pacific International Lines),2023-08-02,2023-08-07,2023-08-16,2023-08-20,4,Delayed,Carrier Issues,61022.14,Low,Brazil → China
103015,268745,8181,16,USA,India,Road,FedEx,2023-07-27,2023-07-28,2023-08-10,2023-08-16,6,Delayed,Customs,60611.87,Low,USA → India
103016,247486,8265,14,USA,Brazil,Road,DHL,2024-04-30,2024-05-05,2024-05-22,2024-05-22,0,On-Time,,23918.5,High,USA → Brazil
103017,255982,5034,8,USA,UK,Air,British Airways (IAG),2024-07-24,2024-07-29,2024-08-03,2024-08-03,0,On-Time,,35854.55,High,USA → UK
103018,242491,5321,2,USA,Brazil,Road,FedEx,2023-11-16,2023-11-19,2023-11-26,2023-11-27,1,Delayed,Customs,70485.76,High,USA → Brazil
103019,289273,5652,1,China,UK,Road,FedEx,2024-01-05,2024-01-08,2024-01-24,2024-01-28,4,Delayed,Port Congestion,5944.92,Medium,China → UK
103020,269445,7040,20,USA,Germany,Road,Cargo Carriers,2023-03-11,2023-03-12,2023-03-25,2023-03-31,6,Delayed,Documentation Issues,31713.88,Medium,USA → Germany
103021,241882,7663,1,Netherlands,China,Air,Qatar Airways (QR),2023-06-25,2023-06-29,2023-07-18,2023-07-19,1,Delayed,Port Congestion,21407.35,High,Netherlands → China
103022,230121,8554,13,China,India,Sea,COSCO,2023-12-16,2023-12-19,2023-12-30,2024-01-03,4,Delayed,Customs,1991.37,Medium,China → India
103023,266543,8900,16,USA,South Africa,Air,Air France-KLM (AFKLM),2024-07-22,2024-07-24,2024-08-10,2024-08-14,4,Delayed,Carrier Issues,53334.12,High,USA → South Africa
103024,255868,5200,3,Netherlands,UK,Sea,ONE (Ocean Network Express),2024-04-01,2024-04-06,2024-04-15,2024-04-15,0,On-Time,,17954.88,Medium,Netherlands → UK
103025,263625,5309,9,UK,Brazil,Road,Cargo Carriers,2023-12-17,2023-12-22,2023-12-30,2023-12-31,1,Delayed,Carrier Issues,47935.82,High,UK → Brazil
103026,212537,6494,2,UK,India,Air,British Airways (IAG),2024-03-18,2024-03-22,2024-04-11,2024-04-13,2,Delayed,Customs,3050.45,High,UK → India
